league,season,team,player,nation,position,age,born,playing_time_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g_a,performance_g_pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,expected_xg,expected_npxg,expected_xag,expected_npxg_xag,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g_a,per_90_minutes_g_pk,per_90_minutes_g_a_pk,per_90_minutes_xg,per_90_minutes_xag,per_90_minutes_xg_xag,per_90_minutes_npxg,per_90_minutes_npxg_xag,stat_type,nation_possession,position_possession,age_possession,born_possession,90s,touches_touches,touches_def_pen,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen,touches_live,take_ons_att,take-ons_succ,take_ons_succ_pct,take_ons_tkld,take_ons_tkld_pct,carries_carries,carries_totdist,carries_prgdist,carries_prgc,carries_1/3,carries_cpa,carries_mis,carries_dis,receiving_rec,receiving_prgr,stat_type_possession,nation_playing_time,position_playing_time,age_playing_time,born_playing_time,playing_time_mp_playing_time,playing_time_min_playing_time,playing_time_mn/mp,playing_time_min_pct,playing_time_90s_playing_time,starts_starts,starts_mn/start,starts_compl,subs_subs,subs_mn/sub,subs_unsub,team_success_ppm,team_success_ong,team_success_onga,team_success__/_,team_success__/_90,team_success_on_off,team_success_xg_onxg,team_success_xg_onxga,team_success_xg_xg_/_,team_success_xg_xg_/_90,team_success_xg_on_off,stat_type_playing_time,nation_keeper,position_keeper,age_keeper,born_keeper,playing_time_mp_keeper,playing_time_starts_keeper,playing_time_min_keeper,playing_time_90s_keeper,performance_ga,performance_ga90,performance_sota,performance_saves,performance_save_pct,performance_w,performance_d,performance_l,performance_cs,performance_cs_pct,penalty_kicks_pkatt,penalty_kicks_pka,penalty_kicks_pksv,penalty_kicks_pkm,penalty_kicks_save_pct,stat_type_keeper,nation_defense,position_defense,age_defense,born_defense,90s_defense,tackles_tkl,tackles_tklw,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenges_tkl,challenges_att,challenges_tkl_pct,challenges_lost,blocks_blocks,blocks_sh,blocks_pass,int,tkl+int,clr,err,stat_type_defense,nation_passing,position_passing,age_passing,born_passing,90s_passing,total_cmp,total_att,total_cmp_pct,total_totdist,total_prgdist,short_cmp,short_att,short_cmp_pct,medium_cmp,medium_att,medium_cmp_pct,long_cmp,long_att,long_cmp_pct,ast,xag,expected_xa,expected_a_xag,kp,1/3,ppa,crspa,prgp,stat_type_passing,nation_goal_shot_creation,position_goal_shot_creation,age_goal_shot_creation,born_goal_shot_creation,90s_goal_shot_creation,sca_sca,sca_sca90,sca_types_passlive,sca_types_passdead,sca_types_to,sca_types_sh,sca_types_fld,sca_types_def,gca_gca,gca_gca90,gca_types_passlive,gca_types_passdead,gca_types_to,gca_types_sh,gca_types_fld,gca_types_def,stat_type_goal_shot_creation,nation_passing_types,position_passing_types,age_passing_types,born_passing_types,90s_passing_types,att,pass_types_live,pass_types_dead,pass_types_fk,pass_types_tb,pass_types_sw,pass_types_crs,pass_types_ti,pass_types_ck,corner_kicks_in,corner_kicks_out,corner_kicks_str,outcomes_cmp,outcomes_off,outcomes_blocks,stat_type_passing_types,nation_keeper_adv,position_keeper_adv,age_keeper_adv,born_keeper_adv,90s_keeper_adv,goals_ga,goals_pka,goals_fk,goals_ck,goals_og,expected_psxg,expected_psxg/sot,expected_psxg_/_,expected_/90,launched_cmp,launched_att,launched_cmp_pct,passes_att_gk,passes_thr,passes_launch_pct,passes_avglen,goal_kicks_att,goal_kicks_launch_pct,goal_kicks_avglen,crosses_opp,crosses_stp,crosses_stp_pct,sweeper_#opa,sweeper_#opa/90,sweeper_avgdist,stat_type_keeper_adv,nation_shooting,position_shooting,age_shooting,born_shooting,90s_shooting,standard_gls,standard_sh,standard_sot,standard_sot_pct,standard_sh/90,standard_sot/90,standard_g/sh,standard_g/sot,standard_dist,standard_fk,standard_pk,standard_pkatt,expected_xg_shooting,expected_npxg_shooting,expected_npxg/sh,expected_g_xg,expected_np:g_xg,stat_type_shooting,nation_misc,position_misc,age_misc,born_misc,90s_misc,performance_crdy_misc,performance_crdr_misc,performance_2crdy,performance_fls,performance_fld,performance_off,performance_crs,performance_int,performance_tklw,performance_pkwon,performance_pkcon,performance_og,performance_recov,aerial_duels_won,aerial_duels_lost,aerial_duels_won_pct,stat_type_misc
GER-Bundesliga,2024-25,RB Leipzig,Antonio Nusa,NOR,"MF,DF",19.0,2005.0,25,16,1558,17.3,3,3,6,3,0,0,0,0,1.6,1.6,2.8,4.4,57,52,123,0.17,0.17,0.35,0.17,0.35,0.09,0.16,0.26,0.09,0.26,standard,NOR,"MF,DF",19.0,2005.0,17.3,802,19,137,316,362,54,802,86,39,45.3,39,45.3,480,3164,1634,57,36,26,38,31,557,123,possession,NOR,"MF,DF",19.0,2005.0,25,1558.0,62.0,50.9,17.3,16,83.0,10,9,25.0,0,1.52,35.0,27.0,8.0,0.46,0.64,25.1,29.0,-4.0,-0.23,-0.06,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,NOR,"MF,DF",19.0,2005.0,17.3,30,17,16,9,5,18,36,50.0,18,22,2,20,8,38,11,0,defense,NOR,"MF,DF",19.0,2005.0,17.3,420,566,74.2,5993,1905,245,297,82.5,142,180,78.9,17,47,36.2,3,2.8,2.6,0.2,20,31,20,6,52,passing,NOR,"MF,DF",19.0,2005.0,17.3,41,2.37,29,0,8,0,4,0,5,0.29,4,0,0,0,1,0,goal_shot_creation,NOR,"MF,DF",19.0,2005.0,17.3,566,534,28,10,8,1,35,17,1,0,1,0,420,4,16,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,NOR,"MF,DF",19.0,2005.0,17.3,3,24,7,29.2,1.39,0.4,0.13,0.43,19.0,0,0,0,1.6,1.6,0.07,1.4,1.4,shooting,NOR,"MF,DF",19.0,2005.0,17.3,0.0,0.0,0.0,14.0,28.0,9.0,35.0,8.0,17.0,0.0,1.0,0.0,78.0,6.0,15.0,28.6,misc
GER-Bundesliga,2023-24,RB Leipzig,Benjamin Henrichs,GER,DF,26.0,1997.0,33,28,2526,28.1,1,5,6,1,0,0,5,0,2.5,2.5,4.4,6.9,53,124,161,0.04,0.18,0.21,0.04,0.21,0.09,0.16,0.25,0.09,0.25,standard,GER,DF,26.0,1997.0,28.1,1959,61,508,850,620,68,1959,54,33,61.1,15,27.8,1113,5443,2958,53,51,7,32,20,1244,161,possession,GER,DF,26.0,1997.0,33,2526.0,77.0,82.5,28.1,28,86.0,18,5,22.0,0,1.94,65.0,31.0,34.0,1.21,0.54,51.8,32.3,19.5,0.69,-0.32,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,GER,DF,26.0,1997.0,28.1,68,39,32,26,10,27,58,46.6,31,49,4,45,33,101,37,0,defense,GER,DF,26.0,1997.0,28.1,1314,1670,78.7,21612,8038,657,743,88.4,548,673,81.4,85,165,51.5,5,4.4,6.0,0.6,40,78,46,11,124,passing,GER,DF,26.0,1997.0,28.1,89,3.17,69,4,6,5,1,4,13,0.46,10,0,0,2,1,0,goal_shot_creation,GER,DF,26.0,1997.0,28.1,1670,1415,245,23,15,5,67,222,0,0,0,0,1314,10,40,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,GER,DF,26.0,1997.0,28.1,1,35,9,25.7,1.25,0.32,0.03,0.11,19.1,4,0,0,2.5,2.5,0.07,-1.5,-1.5,shooting,GER,DF,26.0,1997.0,28.1,5.0,0.0,0.0,27.0,34.0,2.0,67.0,33.0,39.0,0.0,2.0,0.0,163.0,23.0,22.0,51.1,misc
GER-Bundesliga,2024-25,RB Leipzig,Benjamin Henrichs,GER,DF,27.0,1997.0,15,10,935,10.4,0,2,2,0,0,0,3,0,0.5,0.4,1.4,1.8,9,29,55,0.0,0.19,0.19,0.0,0.19,0.05,0.14,0.18,0.04,0.18,standard,GER,DF,27.0,1997.0,10.4,606,42,189,269,154,8,606,13,9,69.2,4,30.8,290,1285,438,9,7,0,9,6,345,55,possession,GER,DF,27.0,1997.0,15,935.0,62.0,30.6,10.4,10,84.0,6,5,19.0,0,1.8,17.0,20.0,-3.0,-0.29,-0.63,12.9,16.2,-3.3,-0.31,-0.17,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,GER,DF,27.0,1997.0,10.4,32,16,18,10,4,14,27,51.9,13,22,3,19,15,47,33,0,defense,GER,DF,27.0,1997.0,10.4,360,476,75.6,5784,2051,197,224,87.9,136,169,80.5,21,54,38.9,2,1.4,2.0,0.6,11,33,10,3,29,passing,GER,DF,27.0,1997.0,10.4,20,1.93,18,1,0,1,0,0,4,0.39,4,0,0,0,0,0,goal_shot_creation,GER,DF,27.0,1997.0,10.4,476,413,62,5,1,3,19,57,0,0,0,0,360,1,13,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,GER,DF,27.0,1997.0,10.4,0,11,1,9.1,1.06,0.1,0.0,0.0,22.1,1,0,0,0.5,0.4,0.04,-0.5,-0.4,shooting,GER,DF,27.0,1997.0,10.4,3.0,0.0,0.0,13.0,9.0,0.0,19.0,15.0,16.0,0.0,0.0,0.0,60.0,8.0,5.0,61.5,misc
GER-Bundesliga,2025-26,RB Leipzig,Castello Lukeba,FRA,DF,22-257,2002.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,3,12,0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,standard,FRA,DF,22-257,2002.0,2.0,171,34,82,81,9,1,171,5,4,80.0,1,20.0,121,662,368,3,1,0,1,0,121,0,possession,FRA,DF,22-257,2002.0,2,180.0,90.0,100.0,2.0,2,90.0,2,0,0.0,0,1.5,2.0,6.0,-4.0,-2.0,0.0,2.7,2.4,0.3,0.15,0.0,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,FRA,DF,22-257,2002.0,2.0,1,1,1,0,0,1,3,33.3,2,4,2,2,3,4,9,2,defense,FRA,DF,22-257,2002.0,2.0,134,149,89.9,2181,786,63,64,98.4,66,74,89.2,4,8,50.0,0,0.0,0.1,0.0,0,6,0,0,12,passing,FRA,DF,22-257,2002.0,2.0,3,1.5,3,0,0,0,0,0,1,0.5,1,0,0,0,0,0,goal_shot_creation,FRA,DF,22-257,2002.0,2.0,149,133,16,8,0,1,0,0,0,0,0,0,134,0,1,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,FRA,DF,22-257,2002.0,2.0,0,1,0,0.0,0.5,0.0,0.0,0.0,5.6,0,0,0,0.2,0.2,0.24,-0.2,-0.2,shooting,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
GER-Bundesliga,2023-24,RB Leipzig,Castello Lukeba,FRA,DF,20.0,2002.0,32,24,2191,24.3,1,0,1,1,0,0,3,0,0.8,0.8,0.1,0.9,23,107,9,0.04,0.0,0.04,0.04,0.04,0.03,0.01,0.04,0.03,0.04,standard,FRA,DF,20.0,2002.0,24.3,2114,191,955,1111,64,16,2114,31,17,54.8,6,19.4,1446,6629,3477,23,23,1,20,9,1617,9,possession,FRA,DF,20.0,2002.0,32,2191.0,68.0,71.6,24.3,24,88.0,22,8,10.0,2,1.91,55.0,28.0,27.0,1.11,-0.03,46.9,31.0,15.9,0.65,-0.34,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,FRA,DF,20.0,2002.0,24.3,19,12,10,9,0,10,12,83.3,2,35,13,22,12,31,94,2,defense,FRA,DF,20.0,2002.0,24.3,1726,1885,91.6,30847,11113,636,673,94.5,982,1022,96.1,98,162,60.5,0,0.1,0.8,-0.1,4,107,8,2,107,passing,FRA,DF,20.0,2002.0,24.3,12,0.49,12,0,0,0,0,0,1,0.04,1,0,0,0,0,0,goal_shot_creation,FRA,DF,20.0,2002.0,24.3,1885,1839,45,34,1,10,5,5,0,0,0,0,1726,1,12,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,FRA,DF,20.0,2002.0,24.3,1,7,3,42.9,0.29,0.12,0.14,0.33,10.6,0,0,0,0.8,0.8,0.11,0.2,0.2,shooting,FRA,DF,20.0,2002.0,24.3,3.0,0.0,0.0,8.0,23.0,1.0,5.0,12.0,12.0,0.0,0.0,0.0,158.0,32.0,27.0,54.2,misc
GER-Bundesliga,2024-25,RB Leipzig,Castello Lukeba,FRA,DF,21.0,2002.0,23,18,1577,17.5,0,0,0,0,0,0,2,0,0.4,0.4,0.2,0.6,18,80,23,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.04,0.02,0.04,standard,FRA,DF,21.0,2002.0,17.5,1445,125,557,772,132,14,1445,32,20,62.5,8,25.0,806,3545,1925,18,21,2,20,11,993,23,possession,FRA,DF,21.0,2002.0,23,1577.0,69.0,51.5,17.5,18,83.0,12,5,15.0,1,1.65,31.0,23.0,8.0,0.46,0.64,25.0,22.7,2.3,0.13,0.69,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,FRA,DF,21.0,2002.0,17.5,31,17,15,12,4,17,24,70.8,7,29,12,17,17,48,74,0,defense,FRA,DF,21.0,2002.0,17.5,1054,1238,85.1,17686,7070,486,530,91.7,504,568,88.7,53,98,54.1,0,0.2,0.5,-0.2,4,90,7,1,80,passing,FRA,DF,21.0,2002.0,17.5,17,0.97,14,1,2,0,0,0,1,0.06,1,0,0,0,0,0,goal_shot_creation,FRA,DF,21.0,2002.0,17.5,1238,1155,82,23,0,9,11,55,0,0,0,0,1054,1,22,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,FRA,DF,21.0,2002.0,17.5,0,4,1,25.0,0.23,0.06,0.0,0.0,15.6,0,0,0,0.4,0.4,0.1,-0.4,-0.4,shooting,FRA,DF,21.0,2002.0,17.5,2.0,0.0,0.0,12.0,15.0,0.0,11.0,17.0,17.0,0.0,0.0,0.0,74.0,26.0,13.0,66.7,misc
GER-Bundesliga,2023-24,RB Leipzig,Christopher Lenz,GER,"DF,MF",28.0,1994.0,5,0,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,standard,GER,"DF,MF",28.0,1994.0,0.5,55,3,19,19,18,1,55,0,0,0.0,0,0.0,19,78,32,1,0,0,1,0,34,7,possession,GER,"DF,MF",28.0,1994.0,5,47.0,9.0,1.5,0.5,0,0.0,0,5,9.0,21,2.6,2.0,0.0,2.0,3.83,2.75,1.1,0.9,0.1,0.25,-0.5,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,GER,"DF,MF",28.0,1994.0,0.5,2,1,2,0,0,1,1,100.0,0,0,0,0,2,4,2,0,defense,GER,"DF,MF",28.0,1994.0,0.5,38,49,77.6,600,211,15,16,93.8,21,23,91.3,0,6,0.0,0,0.1,0.1,-0.1,1,3,0,0,2,passing,GER,"DF,MF",28.0,1994.0,0.5,2,3.83,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,GER,"DF,MF",28.0,1994.0,0.5,49,37,12,2,0,0,5,8,2,0,1,0,38,0,1,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,GER,"DF,MF",28.0,1994.0,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,shooting,GER,"DF,MF",28.0,1994.0,0.5,0.0,0.0,0.0,2.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,66.7,misc
GER-Bundesliga,2025-26,RB Leipzig,David Raum,GER,DF,27-131,1998.0,2,2,180,2.0,0,1,1,0,0,0,1,0,0.0,0.0,0.5,0.5,7,11,6,0.0,0.5,0.5,0.0,0.5,0.01,0.24,0.26,0.01,0.26,standard,GER,DF,27-131,1998.0,2.0,141,8,37,61,45,5,141,3,2,66.7,1,33.3,62,386,228,7,3,0,2,0,75,6,possession,GER,DF,27-131,1998.0,2,180.0,90.0,100.0,2.0,2,90.0,2,0,0.0,0,1.5,2.0,6.0,-4.0,-2.0,0.0,2.7,2.4,0.3,0.15,0.0,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,GER,DF,27-131,1998.0,2.0,1,1,0,1,0,0,2,0.0,2,2,1,1,4,5,8,0,defense,GER,DF,27-131,1998.0,2.0,91,123,74.0,1785,742,33,42,78.6,47,55,85.5,11,23,47.8,1,0.5,0.6,0.5,6,7,2,0,11,passing,GER,DF,27-131,1998.0,2.0,10,5.0,3,5,0,1,1,0,1,0.5,1,0,0,0,0,0,goal_shot_creation,GER,DF,27-131,1998.0,2.0,123,95,28,7,0,1,12,16,5,4,0,0,91,0,2,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,GER,DF,27-131,1998.0,2.0,0,1,0,0.0,0.5,0.0,0.0,0.0,11.1,0,0,0,0.0,0.0,0.03,0.0,0.0,shooting,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
GER-Bundesliga,2023-24,RB Leipzig,David Raum,GER,DF,25.0,1998.0,31,31,2739,30.4,2,8,10,2,0,0,6,0,0.8,0.8,7.3,8.0,77,131,246,0.07,0.26,0.33,0.07,0.33,0.02,0.24,0.26,0.02,0.26,standard,GER,DF,25.0,1998.0,30.4,2442,88,653,1002,807,45,2442,32,18,56.3,13,40.6,1223,5411,2900,77,44,15,33,15,1474,246,possession,GER,DF,25.0,1998.0,31,2739.0,88.0,89.5,30.4,31,88.0,25,0,0.0,2,1.94,69.0,36.0,33.0,1.08,-0.32,60.1,36.0,24.1,0.79,0.38,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,GER,DF,25.0,1998.0,30.4,58,35,24,29,5,34,58,58.6,24,51,9,42,27,85,82,2,defense,GER,DF,25.0,1998.0,30.4,1566,2154,72.7,28030,10264,680,769,88.4,697,906,76.9,162,371,43.7,8,7.3,10.7,0.7,68,92,62,34,131,passing,GER,DF,25.0,1998.0,30.4,101,3.32,58,35,6,1,1,0,13,0.43,5,6,2,0,0,0,goal_shot_creation,GER,DF,25.0,1998.0,30.4,2154,1675,469,63,2,11,306,277,129,46,54,2,1566,10,61,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,GER,DF,25.0,1998.0,30.4,2,14,4,28.6,0.46,0.13,0.14,0.5,20.3,4,0,0,0.8,0.8,0.05,1.2,1.2,shooting,GER,DF,25.0,1998.0,30.4,6.0,0.0,0.0,28.0,12.0,4.0,306.0,27.0,35.0,0.0,0.0,0.0,169.0,27.0,20.0,57.4,misc
GER-Bundesliga,2024-25,RB Leipzig,David Raum,GER,DF,26.0,1998.0,22,21,1783,19.8,1,5,6,1,0,0,5,0,0.5,0.5,6.5,6.9,36,71,127,0.05,0.25,0.3,0.05,0.3,0.02,0.33,0.35,0.02,0.35,standard,GER,DF,26.0,1998.0,19.8,1389,58,375,531,497,56,1389,28,11,39.3,13,46.4,593,2580,1421,36,21,4,16,9,787,127,possession,GER,DF,26.0,1998.0,22,1783.0,81.0,58.3,19.8,21,84.0,15,1,9.0,1,1.43,33.0,26.0,7.0,0.35,0.49,27.2,29.7,-2.5,-0.12,0.18,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,GER,DF,26.0,1998.0,19.8,38,28,16,14,8,20,35,57.1,15,25,8,17,9,47,47,4,defense,GER,DF,26.0,1998.0,19.8,841,1212,69.4,14506,6549,380,440,86.4,359,493,72.8,78,205,38.0,5,6.5,7.4,-1.5,48,55,21,13,71,passing,GER,DF,26.0,1998.0,19.8,73,3.68,42,26,2,1,0,2,7,0.35,3,3,0,1,0,0,goal_shot_creation,GER,DF,26.0,1998.0,19.8,1212,925,281,46,1,5,188,177,58,27,24,0,841,6,32,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,GER,DF,26.0,1998.0,19.8,1,9,4,44.4,0.45,0.2,0.11,0.25,17.9,3,0,0,0.5,0.5,0.05,0.5,0.5,shooting,GER,DF,26.0,1998.0,19.8,5.0,0.0,0.0,23.0,10.0,6.0,188.0,9.0,28.0,0.0,0.0,0.0,92.0,13.0,20.0,39.4,misc
GER-Bundesliga,2023-24,RB Leipzig,El Chadaille Bitshiabu,FRA,"DF,MF",18.0,2005.0,6,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,"DF,MF",18.0,2005.0,0.4,67,3,26,30,11,1,67,0,0,0.0,0,0.0,38,180,75,2,1,1,0,0,42,5,possession,FRA,"DF,MF",18.0,2005.0,6,34.0,6.0,1.1,0.4,0,0.0,0,6,6.0,14,2.33,0.0,0.0,0.0,0.0,-1.13,0.7,1.1,-0.4,-1.04,-1.81,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,FRA,"DF,MF",18.0,2005.0,0.4,1,0,1,0,0,0,0,0.0,0,0,0,0,1,2,4,0,defense,FRA,"DF,MF",18.0,2005.0,0.4,48,59,81.4,829,270,24,26,92.3,17,22,77.3,7,9,77.8,0,0.0,0.0,0.0,0,2,0,0,1,passing,FRA,"DF,MF",18.0,2005.0,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,FRA,"DF,MF",18.0,2005.0,0.4,59,53,6,0,0,0,2,6,0,0,0,0,48,0,1,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,FRA,"DF,MF",18.0,2005.0,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,shooting,FRA,"DF,MF",18.0,2005.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,misc
GER-Bundesliga,2024-25,RB Leipzig,El Chadaille Bitshiabu,FRA,DF,19.0,2005.0,21,13,1130,12.6,0,0,0,0,0,0,2,1,0.3,0.3,0.4,0.7,4,69,2,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,standard,FRA,DF,19.0,2005.0,12.6,1058,149,470,547,46,12,1058,3,2,66.7,1,33.3,516,2198,1052,4,3,1,11,1,674,2,possession,FRA,DF,19.0,2005.0,21,1130.0,54.0,36.9,12.6,13,80.0,8,8,12.0,7,1.38,14.0,14.0,0.0,0.0,-0.23,16.4,22.2,-5.8,-0.46,-0.42,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,FRA,DF,19.0,2005.0,12.6,27,18,17,9,1,10,19,52.6,9,25,14,11,13,40,97,2,defense,FRA,DF,19.0,2005.0,12.6,731,866,84.4,13891,6501,254,280,90.7,406,451,90.0,64,113,56.6,0,0.4,0.6,-0.4,5,69,4,0,69,passing,FRA,DF,19.0,2005.0,12.6,14,1.11,12,0,1,0,0,1,1,0.08,1,0,0,0,0,0,goal_shot_creation,FRA,DF,19.0,2005.0,12.6,866,824,38,26,1,4,4,5,0,0,0,0,731,4,7,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,FRA,DF,19.0,2005.0,12.6,0,5,3,60.0,0.4,0.24,0.0,0.0,10.9,0,0,0,0.3,0.3,0.06,-0.3,-0.3,shooting,FRA,DF,19.0,2005.0,12.6,2.0,1.0,0.0,8.0,2.0,0.0,4.0,13.0,18.0,0.0,0.0,0.0,55.0,22.0,18.0,55.0,misc
