league,season,team,player,nation,pos,age,born,90s,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,Expected,Expected,KP,1/3,PPA,CrsPA,PrgP
FRA-Ligue 1,2025-26,Auxerre,Marvin Senaya,TOG,"DF,MF",24-215,2001,2.8,78,107,72.9,1416,612,37,46,80.4,31,40,77.5,9,17,52.9,0,0.0,0.1,0.0,0,5,2,1,4
FRA-Ligue 1,2025-26,Auxerre,Oussama El Azzouzi,MAR,DF,24-094,2001,0.2,17,18,94.4,339,45,6,6,100.0,9,9,100.0,2,2,100.0,0,0.0,0.0,0.0,0,2,0,0,2
FRA-Ligue 1,2025-26,Auxerre,Rudy Matondo,FRA,MF,17-171,2008,0.1,7,8,87.5,110,31,4,5,80.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,2,0,0,1
FRA-Ligue 1,2025-26,Auxerre,Theo Bair,CAN,"MF,FW",26-004,1999,0.1,3,5,60.0,41,10,1,2,50.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0
FRA-Ligue 1,2025-26,Auxerre,Théo De Percin,MTQ,GK,24-210,2001,1.5,34,60,56.7,922,686,9,9,100.0,13,13,100.0,11,36,30.6,0,0.0,0.0,0.0,0,3,0,0,0
FRA-Ligue 1,2025-26,Brest,Axel Camblan,FRA,"FW,MF",22-001,2003,0.1,3,3,100.0,38,0,2,2,100.0,1,1,100.0,0,0,,0,0.1,0.0,-0.1,1,0,0,0,0
FRA-Ligue 1,2025-26,Brest,Bradley Locko,FRA,DF,23-117,2002,2.9,78,109,71.6,1319,483,31,44,70.5,41,52,78.8,3,6,50.0,0,0.2,0.0,-0.2,2,8,0,0,8
FRA-Ligue 1,2025-26,Brest,Brendan Chardonnet,FRA,DF,30-252,1994,1.8,64,78,82.1,1268,317,21,23,91.3,37,40,92.5,6,13,46.2,0,0.0,0.0,0.0,0,1,0,0,0
FRA-Ligue 1,2025-26,Brest,Grégoire Coudert,FRA,GK,26-150,1999,0.4,7,15,46.7,291,271,1,1,100.0,2,2,100.0,4,12,33.3,0,0.0,0.0,0.0,0,1,0,0,0
FRA-Ligue 1,2025-26,Brest,Hamidou Makalou,MLI,"MF,FW",19-047,2006,0.4,14,21,66.7,259,72,8,10,80.0,3,4,75.0,3,7,42.9,0,0.2,0.1,-0.2,3,1,0,0,2
FRA-Ligue 1,2025-26,Brest,Hugo Magnetti,FRA,MF,27-093,1998,2.8,83,95,87.4,1295,231,43,44,97.7,37,42,88.1,2,4,50.0,0,0.1,0.0,-0.1,2,4,1,0,6
FRA-Ligue 1,2025-26,Brest,Joris Chotard,FRA,MF,23-341,2001,1.2,34,40,85.0,676,264,15,16,93.8,14,18,77.8,5,5,100.0,0,0.0,0.0,0.0,0,5,0,0,6
FRA-Ligue 1,2025-26,Brest,Julien Le Cardinal,FRA,DF,28-028,1997,3.0,97,120,80.8,1850,670,28,33,84.8,59,63,93.7,9,21,42.9,0,0.0,0.1,0.0,1,5,0,0,6
FRA-Ligue 1,2025-26,Brest,Junior Diaz,CIV,DF,22-039,2003,1.2,33,41,80.5,707,255,10,11,90.9,18,21,85.7,5,8,62.5,0,0.0,0.0,0.0,0,2,0,0,5
FRA-Ligue 1,2025-26,Brest,Justin Bourgault,FRA,"MF,DF",19-351,2005,0.2,7,7,100.0,113,51,6,6,100.0,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,0
FRA-Ligue 1,2025-26,Brest,Kamory Doumbia,MLI,MF,22-194,2003,2.7,72,87,82.8,1077,337,44,52,84.6,20,25,80.0,5,6,83.3,1,0.6,0.4,0.4,5,11,1,0,11
FRA-Ligue 1,2025-26,Brest,Kenny Lala,MAD,DF,33-332,1991,3.0,118,153,77.1,2607,983,36,41,87.8,53,61,86.9,27,42,64.3,1,0.7,0.7,0.3,4,9,8,4,8
FRA-Ligue 1,2025-26,Brest,Luck Zogbé,CIV,DF,20-160,2005,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2025-26,Brest,Ludovic Ajorque,FRA,FW,31-187,1994,3.0,44,67,65.7,739,82,19,31,61.3,12,17,70.6,7,10,70.0,0,0.2,0.3,-0.2,4,3,0,0,5
FRA-Ligue 1,2025-26,Brest,Mama Samba Baldé,GNB,FW,29-298,1995,2.7,39,53,73.6,476,71,25,28,89.3,10,16,62.5,1,4,25.0,1,0.5,0.5,0.5,4,1,0,0,0
FRA-Ligue 1,2025-26,Brest,Pierre Lees-Melou,FRA,MF,32-098,1993,2.0,81,103,78.6,1719,603,31,32,96.9,33,39,84.6,16,27,59.3,0,0.2,0.3,-0.2,3,10,5,1,16
FRA-Ligue 1,2025-26,Brest,Radosław Majecki,POL,GK,25-288,1999,2.6,51,82,62.2,1782,1485,7,7,100.0,19,19,100.0,25,56,44.6,0,0.0,0.0,0.0,0,1,0,0,0
FRA-Ligue 1,2025-26,Brest,Raphael Le Guen,FRA,DF,18-364,2006,0.1,2,4,50.0,32,0,1,1,100.0,1,3,33.3,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2025-26,Brest,Romain Del Castillo,FRA,FW,29-155,1996,2.4,69,106,65.1,1108,300,34,40,85.0,30,41,73.2,3,15,20.0,0,0.1,0.3,-0.1,3,7,3,1,5
FRA-Ligue 1,2025-26,Brest,Sérigné Diop,SEN,FW,20-111,2005,0.1,2,3,66.7,53,23,1,1,100.0,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2025-26,Le Havre,Abdoulaye Touré,GUI,MF,31-181,1994,0.3,14,20,70.0,261,51,6,7,85.7,6,8,75.0,2,3,66.7,0,0.0,0.0,0.0,0,1,0,0,0
FRA-Ligue 1,2025-26,Le Havre,Arouna Sangante,SEN,DF,23-141,2002,1.8,95,112,84.8,1898,632,18,21,85.7,72,78,92.3,4,10,40.0,0,0.1,0.0,-0.1,2,8,0,0,7
FRA-Ligue 1,2025-26,Le Havre,Ayumu Seko,JPN,"MF,DF",25-085,2000,2.0,47,60,78.3,829,211,16,19,84.2,26,28,92.9,4,10,40.0,0,0.0,0.0,0.0,0,3,0,0,2
FRA-Ligue 1,2025-26,Le Havre,Daren Mosengo,FRA,MF,19-020,2006,0.1,6,7,85.7,91,58,2,2,100.0,4,5,80.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,2
FRA-Ligue 1,2025-26,Le Havre,Etienne Youte Kinkoue,FRA,MF,23-229,2002,0.9,12,20,60.0,243,118,6,7,85.7,5,11,45.5,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,3
FRA-Ligue 1,2025-26,Le Havre,Felix Mambimbi,SUI,MF,24-225,2001,0.3,4,6,66.7,33,3,3,3,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2025-26,Le Havre,Fodé Doucouré,MLI,"MF,DF",24-209,2001,1.1,31,39,79.5,528,142,19,21,90.5,9,10,90.0,3,6,50.0,0,1.2,0.5,-1.2,4,0,3,0,4
FRA-Ligue 1,2025-26,Le Havre,Gautier Lloris,FRA,DF,30-044,1995,2.0,96,108,88.9,1988,465,21,23,91.3,72,76,94.7,3,8,37.5,0,0.0,0.0,0.0,0,3,0,0,5
FRA-Ligue 1,2025-26,Le Havre,Godson Kyeremeh,FRA,MF,25-078,2000,0.2,5,7,71.4,74,12,3,5,60.0,2,2,100.0,0,0,,0,0.0,0.1,0.0,0,0,1,1,0
FRA-Ligue 1,2025-26,Le Havre,Issa Soumaré,SEN,"MF,FW",24-325,2000,2.0,29,44,65.9,412,67,16,21,76.2,8,14,57.1,1,1,100.0,0,0.1,0.1,-0.1,1,1,1,1,3
FRA-Ligue 1,2025-26,Le Havre,Loïc Nego,HUN,DF,34-228,1991,1.0,64,79,81.0,1061,348,30,32,93.8,27,32,84.4,5,10,50.0,0,0.1,0.2,-0.1,1,7,1,1,9
FRA-Ligue 1,2025-26,Le Havre,Mbwana Samatta,TAN,FW,32-251,1992,1.2,17,27,63.0,270,24,9,14,64.3,6,9,66.7,1,1,100.0,0,0.0,0.1,0.0,1,1,1,0,1
FRA-Ligue 1,2025-26,Le Havre,Mory Diaw,SEN,GK,32-070,1993,2.0,47,67,70.1,1408,894,5,5,100.0,24,25,96.0,18,36,50.0,0,0.1,0.0,-0.1,2,2,0,0,0
FRA-Ligue 1,2025-26,Le Havre,Rassoul Ndiaye,SEN,MF,23-263,2001,1.6,36,46,78.3,554,157,17,18,94.4,12,16,75.0,3,5,60.0,0,0.0,0.0,0.0,0,6,0,0,5
FRA-Ligue 1,2025-26,Le Havre,Simon Ebonog,CMR,"MF,DF",21-015,2004,0.7,10,12,83.3,141,22,6,7,85.7,4,4,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,1
FRA-Ligue 1,2025-26,Le Havre,Yanis Zouaoui,ALG,DF,31-052,1994,2.0,89,127,70.1,1574,623,41,47,87.2,34,41,82.9,11,32,34.4,0,0.1,0.3,-0.1,4,8,0,0,5
FRA-Ligue 1,2025-26,Le Havre,Yassine Kechta,MAR,MF,23-187,2002,1.9,46,60,76.7,685,218,23,28,82.1,18,19,94.7,2,5,40.0,1,0.3,0.3,0.7,3,3,1,0,9
FRA-Ligue 1,2025-26,Le Havre,Younes Namli,DEN,MF,31-072,1994,0.9,18,24,75.0,341,111,9,11,81.8,6,8,75.0,3,4,75.0,0,0.0,0.1,0.0,0,1,1,0,2
FRA-Ligue 1,2025-26,Lens,Adrien Thomasson,FRA,MF,31-264,1993,3.0,140,183,76.5,2500,723,57,69,82.6,65,73,89.0,14,26,53.8,0,1.0,1.0,-1.0,11,2,3,0,15
FRA-Ligue 1,2025-26,Lens,Andrija Bulatović,MNE,MF,18-247,2006,0.0,1,3,33.3,15,0,1,3,33.3,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2025-26,Lens,Andy Diouf,FRA,MF,22-106,2003,1.0,33,40,82.5,559,138,15,17,88.2,17,21,81.0,1,1,100.0,0,0.0,0.0,0.0,0,3,2,0,3
FRA-Ligue 1,2025-26,Lens,Anthony Bermont,FRA,"MF,DF",20-202,2005,0.3,23,30,76.7,339,79,16,20,80.0,5,7,71.4,1,1,100.0,0,0.0,0.1,0.0,0,2,4,0,7
FRA-Ligue 1,2025-26,Lens,Deiver Machado,COL,DF,31-363,1993,2.3,78,96,81.3,1180,383,50,54,92.6,21,28,75.0,5,10,50.0,0,0.0,0.0,0.0,0,4,1,0,5
FRA-Ligue 1,2025-26,Lens,Florian Sotoca,FRA,"MF,FW",34-310,1990,0.3,5,8,62.5,61,15,2,2,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1
FRA-Ligue 1,2025-26,Lens,Florian Thauvin,FRA,MF,32-217,1993,2.0,74,110,67.3,1335,457,45,52,86.5,19,34,55.9,10,19,52.6,0,0.1,0.3,-0.1,4,7,5,1,19
FRA-Ligue 1,2025-26,Lens,Fodé Sylla,FRA,MF,19-137,2006,0.6,32,40,80.0,487,99,18,23,78.3,9,10,90.0,3,4,75.0,0,0.0,0.0,0.0,0,3,0,0,3
FRA-Ligue 1,2025-26,Lens,Jonathan Gradit,FRA,DF,32-280,1992,2.0,113,122,92.6,1990,666,38,40,95.0,67,68,98.5,7,13,53.8,0,0.0,0.0,0.0,0,11,0,0,9
FRA-Ligue 1,2025-26,Lens,Malang Sarr,FRA,DF,26-220,1999,3.0,150,162,92.6,3161,876,37,40,92.5,95,98,96.9,17,22,77.3,0,0.0,0.0,0.0,0,14,0,0,16
FRA-Ligue 1,2025-26,Lens,Mamadou Sangare,MLI,MF,23-066,2002,1.4,86,99,86.9,1502,321,46,54,85.2,30,33,90.9,10,12,83.3,0,0.1,0.1,-0.1,2,7,0,0,7
FRA-Ligue 1,2025-26,Lens,Matthieu Udol,FRA,DF,29-164,1996,3.0,143,173,82.7,2361,822,69,77,89.6,66,75,88.0,8,15,53.3,0,0.3,0.4,-0.3,4,7,6,4,13
FRA-Ligue 1,2025-26,Lens,Morgan Guilavogui,GUI,"FW,MF",27-174,1998,1.4,37,49,75.5,556,171,21,27,77.8,10,10,100.0,5,7,71.4,0,0.2,0.4,-0.2,1,4,3,0,9
FRA-Ligue 1,2025-26,Lens,Rayan Fofana,FRA,FW,19-200,2006,2.2,26,37,70.3,301,24,16,21,76.2,6,9,66.7,1,2,50.0,0,0.0,0.0,0.0,1,0,0,0,1
FRA-Ligue 1,2025-26,Lens,Robin Risser,FRA,GK,20-272,2004,3.0,80,99,80.8,2053,1359,14,14,100.0,45,46,97.8,21,39,53.8,0,0.0,0.0,0.0,0,1,0,0,0
FRA-Ligue 1,2025-26,Lens,Ruben Aguilar,FRA,DF,32-127,1993,2.8,113,146,77.4,1816,799,65,76,85.5,36,46,78.3,10,18,55.6,0,0.5,0.5,-0.5,7,10,8,4,11
FRA-Ligue 1,2025-26,Lens,Samson Baidoo,AUT,DF,21-153,2004,1.5,80,88,90.9,1491,421,25,29,86.2,50,52,96.2,4,6,66.7,0,0.0,0.0,0.0,0,9,0,0,9
FRA-Ligue 1,2025-26,Lens,Saud Abdulhamid,KSA,DF,26-044,1999,0.2,23,25,92.0,343,144,12,12,100.0,8,9,88.9,1,2,50.0,1,0.5,0.8,0.5,2,0,2,0,5
FRA-Ligue 1,2025-26,Lens,Wesley Saïd,FRA,MF,30-134,1995,2.9,46,60,76.7,746,254,27,30,90.0,14,21,66.7,4,5,80.0,1,0.4,0.4,0.6,3,8,5,0,13
FRA-Ligue 1,2025-26,Lille,Alexsandro Ribeiro,BRA,DF,26-022,1999,3.0,192,217,88.5,4026,1303,41,46,89.1,134,141,95.0,17,25,68.0,0,0.0,0.0,0.0,0,6,0,0,6
FRA-Ligue 1,2025-26,Lille,Ayyoub Bouaddi,FRA,MF,17-333,2007,2.0,56,72,77.8,879,102,30,36,83.3,22,25,88.0,3,5,60.0,0,0.0,0.1,0.0,0,5,0,0,2
FRA-Ligue 1,2025-26,Lille,Aïssa Mandi,ALG,DF,33-313,1991,0.1,9,9,100.0,130,60,5,5,100.0,4,4,100.0,0,0,,0,0.0,0.0,0.0,1,1,0,0,1
FRA-Ligue 1,2025-26,Lille,Benjamin André,FRA,MF,35-028,1990,3.0,112,142,78.9,1938,525,47,56,83.9,45,54,83.3,13,16,81.3,1,0.6,0.4,0.4,4,10,3,0,15
FRA-Ligue 1,2025-26,Lille,Berke Özer,TUR,GK,25-098,2000,3.0,80,97,82.5,1882,1122,17,18,94.4,46,46,100.0,17,33,51.5,1,0.0,0.0,1.0,1,1,0,0,0
FRA-Ligue 1,2025-26,Lille,Félix Correia,POR,FW,24-221,2001,2.8,68,97,70.1,1257,513,35,44,79.5,22,27,81.5,10,15,66.7,3,0.9,0.9,2.1,6,11,7,2,15
FRA-Ligue 1,2025-26,Lille,Hamza Igamane,MAR,FW,22-302,2002,0.5,8,12,66.7,94,49,6,7,85.7,2,5,40.0,0,0,,0,0.1,0.0,-0.1,1,2,1,0,2
FRA-Ligue 1,2025-26,Lille,Hákon Arnar Haraldsson,ISL,MF,22-143,2003,2.9,117,141,83.0,1950,591,60,65,92.3,37,46,80.4,13,19,68.4,0,0.4,0.6,-0.4,7,8,6,0,15
FRA-Ligue 1,2025-26,Lille,Marius Broholm,NOR,FW,20-248,2004,1.0,33,45,73.3,468,94,22,29,75.9,10,12,83.3,1,3,33.3,0,0.1,0.1,-0.1,1,2,0,0,5
FRA-Ligue 1,2025-26,Lille,Matias Fernandez-Pardo,BEL,FW,20-209,2005,1.8,29,39,74.4,392,70,18,20,90.0,9,10,90.0,1,3,33.3,1,0.5,0.3,0.5,2,0,6,0,7
FRA-Ligue 1,2025-26,Lille,Maxima Goffi,FRA,DF,17-220,2008,0.4,22,28,78.6,407,171,7,11,63.6,14,16,87.5,1,1,100.0,0,0.0,0.0,0.0,0,1,1,1,2
FRA-Ligue 1,2025-26,Lille,Nabil Bentaleb,ALG,"MF,FW",30-280,1994,0.3,33,42,78.6,695,316,7,8,87.5,19,21,90.5,5,7,71.4,0,0.0,0.0,0.0,0,8,0,0,8
FRA-Ligue 1,2025-26,Lille,Nathan Ngoy,BEL,DF,22-082,2003,3.0,172,188,91.5,3506,1251,40,44,90.9,120,122,98.4,12,19,63.2,1,0.9,0.4,0.1,3,17,0,0,15
FRA-Ligue 1,2025-26,Lille,Ngal'Ayel Mukau,COD,"MF,FW",20-274,2004,1.6,31,37,83.8,503,100,14,17,82.4,11,12,91.7,3,4,75.0,0,0.0,0.0,0.0,0,2,0,0,4
FRA-Ligue 1,2025-26,Lille,Olivier Giroud,FRA,FW,38-335,1986,2.0,27,43,62.8,296,35,21,26,80.8,3,7,42.9,1,1,100.0,0,0.3,0.2,-0.3,4,0,0,0,0
FRA-Ligue 1,2025-26,Lille,Osame Sahraoui,MAR,FW,24-081,2001,0.1,3,6,50.0,49,24,1,1,100.0,2,2,100.0,0,0,,0,0.0,0.2,0.0,0,0,1,0,1
FRA-Ligue 1,2025-26,Lille,Ousmane Toure,FRA,DF,20-194,2005,0.6,23,29,79.3,409,102,9,12,75.0,12,15,80.0,2,2,100.0,0,0.0,0.0,0.0,0,0,0,0,2
FRA-Ligue 1,2025-26,Lille,Romain Perraud,FRA,DF,27-343,1997,2.8,124,150,82.7,1922,702,61,65,93.8,52,60,86.7,6,15,40.0,1,0.3,0.4,0.7,3,12,0,0,15
FRA-Ligue 1,2025-26,Lille,Thomas Meunier,BEL,DF,33-353,1991,1.9,83,104,79.8,1393,403,47,52,90.4,26,33,78.8,9,15,60.0,0,0.3,0.1,-0.3,1,9,2,0,11
FRA-Ligue 1,2025-26,Lille,Ugo Raghouber,FRA,MF,22-049,2003,0.0,4,6,66.7,73,44,2,3,66.7,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,2
FRA-Ligue 1,2025-26,Lille,Vincent Burlet,BEL,DF,19-342,2005,0.2,15,16,93.8,239,110,7,7,100.0,7,7,100.0,1,2,50.0,0,0.5,0.1,-0.5,1,1,2,1,2
FRA-Ligue 1,2025-26,Lorient,Abdoulaye Faye,SEN,DF,20-343,2004,1.5,76,84,90.5,1371,612,35,38,92.1,34,35,97.1,6,10,60.0,0,0.0,0.0,0.0,0,2,0,0,5
FRA-Ligue 1,2025-26,Lorient,Arsène Kouassi,BFA,"MF,DF",20-354,2004,2.5,75,99,75.8,1319,449,35,37,94.6,31,44,70.5,9,16,56.3,1,0.3,0.3,0.7,3,7,3,1,13
FRA-Ligue 1,2025-26,Lorient,Arthur Avom Ebong,CMR,MF,20-259,2004,2.9,113,135,83.7,1984,661,53,58,91.4,49,56,87.5,10,15,66.7,1,0.4,0.2,0.6,2,17,2,0,16
FRA-Ligue 1,2025-26,Lorient,Bingourou Kamara,SEN,GK,28-314,1996,3.0,60,74,81.1,1588,1253,12,13,92.3,33,33,100.0,15,27,55.6,0,0.0,0.0,0.0,0,3,0,0,0
FRA-Ligue 1,2025-26,Lorient,Darlin Yongwa,CMR,"MF,DF",24-343,2000,0.5,21,31,67.7,307,88,15,17,88.2,3,9,33.3,3,4,75.0,0,0.7,0.6,-0.7,2,0,4,1,4
FRA-Ligue 1,2025-26,Lorient,Dermane Karim,TOG,"MF,FW",21-267,2003,1.6,42,53,79.2,693,148,24,26,92.3,14,15,93.3,4,8,50.0,0,0.0,0.0,0.0,0,6,1,0,5
FRA-Ligue 1,2025-26,Lorient,Formose Mendy,SEN,DF,24-241,2001,1.5,78,92,84.8,1526,521,33,34,97.1,34,39,87.2,10,16,62.5,0,0.0,0.0,0.0,0,8,0,0,5
FRA-Ligue 1,2025-26,Lorient,Igor Carioca,BRA,DF,29-010,1996,3.0,147,174,84.5,2420,704,69,76,90.8,65,72,90.3,8,18,44.4,0,0.1,0.1,-0.1,3,6,4,0,14
FRA-Ligue 1,2025-26,Lorient,Joel Mvuka,NOR,"DF,MF",22-292,2002,1.6,34,47,72.3,486,47,21,30,70.0,10,12,83.3,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,2
FRA-Ligue 1,2025-26,Lorient,Laurent Abergel,FRA,MF,32-211,1993,3.0,183,209,87.6,3661,1152,62,66,93.9,91,98,92.9,25,35,71.4,0,0.3,0.2,-0.3,3,33,4,1,26
FRA-Ligue 1,2025-26,Lorient,Mohamed Bamba,CIV,FW,23-264,2001,1.4,11,20,55.0,173,27,6,9,66.7,3,5,60.0,1,1,100.0,1,0.8,0.4,0.2,2,1,0,0,1
FRA-Ligue 1,2025-26,Lorient,Montassar Talbi,TUN,DF,27-097,1998,3.0,163,171,95.3,2805,1227,61,62,98.4,89,92,96.7,11,15,73.3,0,0.0,0.0,0.0,1,15,0,0,14
FRA-Ligue 1,2025-26,Lorient,Noah Cadiou,GLP,MF,26-309,1998,0.3,17,21,81.0,313,89,5,7,71.4,11,12,91.7,1,1,100.0,0,0.0,0.0,0.0,0,2,0,0,3
FRA-Ligue 1,2025-26,Lorient,Pablo Pagis,FRA,FW,22-245,2002,1.4,38,51,74.5,606,139,19,22,86.4,15,17,88.2,2,3,66.7,0,0.0,0.0,0.0,1,4,0,0,3
FRA-Ligue 1,2025-26,Lorient,Panos Katseris,GRE,"MF,DF",24-057,2001,1.4,59,77,76.6,1077,245,25,32,78.1,25,31,80.6,8,11,72.7,0,0.5,0.4,-0.5,3,2,3,1,7
FRA-Ligue 1,2025-26,Lorient,Sambou Soumano,SEN,FW,24-240,2001,1.6,19,28,67.9,272,31,12,17,70.6,5,8,62.5,1,2,50.0,1,0.4,0.1,0.6,1,2,1,0,2
FRA-Ligue 1,2025-26,Lorient,Théo Le Bris,FRA,"FW,MF",22-334,2002,0.4,13,15,86.7,156,28,10,11,90.9,2,3,66.7,1,1,100.0,0,0.0,0.2,0.0,0,1,0,0,1
FRA-Ligue 1,2025-26,Lorient,Tosin Aiyegun,BEN,"FW,MF",27-066,1998,2.5,31,41,75.6,441,137,20,24,83.3,8,9,88.9,2,2,100.0,0,0.4,0.3,-0.4,4,8,2,0,6
FRA-Ligue 1,2025-26,Lyon,Abner,BRA,DF,25-096,2000,1.8,68,75,90.7,1064,482,38,39,97.4,23,26,88.5,6,7,85.7,0,0.0,0.1,0.0,0,10,3,0,9
FRA-Ligue 1,2025-26,Lyon,Adam Karabec,CZE,FW,22-060,2003,0.2,7,9,77.8,98,6,5,6,83.3,2,3,66.7,0,0,,0,0.0,0.1,0.0,1,0,0,0,0
FRA-Ligue 1,2025-26,Lyon,Afonso Bastardo,POR,FW,20-165,2005,0.1,3,4,75.0,41,6,2,2,100.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,1,0,1
FRA-Ligue 1,2025-26,Lyon,Ainsley Maitland-Niles,ENG,"DF,FW",28-002,1997,2.0,61,77,79.2,902,264,41,47,87.2,17,19,89.5,3,7,42.9,1,0.7,0.5,0.3,2,2,1,0,3
FRA-Ligue 1,2025-26,Lyon,Clinton Mata,ANG,DF,32-297,1992,1.9,123,131,93.9,1838,555,67,68,98.5,53,54,98.1,2,8,25.0,0,0.0,0.0,0.0,0,1,0,0,2
FRA-Ligue 1,2025-26,Lyon,Corentin Tolisso,FRA,MF,31-028,1994,1.8,65,77,84.4,831,311,43,46,93.5,15,19,78.9,3,3,100.0,0,0.7,0.1,-0.7,5,7,1,0,10
FRA-Ligue 1,2025-26,Lyon,Georges Mikautadze,GEO,FW,24-304,2000,2.0,27,32,84.4,365,106,16,19,84.2,6,8,75.0,2,2,100.0,0,0.0,0.1,0.0,0,1,1,0,3
FRA-Ligue 1,2025-26,Lyon,Khalis Merah,FRA,"FW,MF",18-188,2007,0.5,23,25,92.0,308,36,11,12,91.7,6,6,100.0,2,2,100.0,0,0.0,0.0,0.0,0,1,0,0,2
FRA-Ligue 1,2025-26,Lyon,Malick Fofana,BEL,FW,20-153,2005,1.9,41,57,71.9,613,129,27,33,81.8,7,9,77.8,4,6,66.7,1,0.8,0.5,0.2,4,2,2,1,3
FRA-Ligue 1,2025-26,Lyon,Moussa Niakhate,SEN,DF,29-176,1996,2.0,126,130,96.9,2155,964,56,56,100.0,60,61,98.4,7,10,70.0,0,0.0,0.0,0.0,1,6,0,0,8
FRA-Ligue 1,2025-26,Lyon,Nicolás Tagliafico,ARG,DF,33-000,1992,0.2,9,11,81.8,151,28,3,4,75.0,6,6,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2025-26,Lyon,Pavel Šulc,CZE,FW,24-245,2000,0.8,12,13,92.3,183,34,7,7,100.0,3,3,100.0,1,2,50.0,1,0.6,0.1,0.4,1,1,0,0,1
FRA-Ligue 1,2025-26,Lyon,Ruben Kluivert,NED,DF,24-102,2001,0.1,9,9,100.0,133,23,5,5,100.0,4,4,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0
FRA-Ligue 1,2025-26,Lyon,Rémy Descamps,FRA,GK,29-067,1996,2.0,54,71,76.1,1160,760,17,17,100.0,29,30,96.7,8,23,34.8,0,0.0,0.0,0.0,0,1,0,0,0
FRA-Ligue 1,2025-26,Lyon,Sael Kumbedi,FRA,DF,20-158,2005,0.7,9,17,52.9,143,44,4,4,100.0,5,11,45.5,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2025-26,Lyon,Tanner Tessmann,USA,MF,23-341,2001,2.0,98,112,87.5,1563,523,58,62,93.5,33,37,89.2,4,8,50.0,0,0.2,0.3,-0.2,2,7,0,0,11
FRA-Ligue 1,2025-26,Lyon,Tyler Morton,ENG,MF,22-304,2002,2.0,103,125,82.4,1876,456,40,42,95.2,48,55,87.3,13,23,56.5,0,0.3,0.5,-0.3,4,3,3,2,6
FRA-Ligue 1,2025-26,Marseille,Adrien Rabiot,FRA,MF,30-150,1995,1.0,42,50,84.0,588,132,28,28,100.0,10,13,76.9,1,4,25.0,0,0.3,0.5,-0.3,4,2,2,2,7
FRA-Ligue 1,2025-26,Marseille,Amine Gouiri,ALG,"FW,MF",25-196,2000,1.9,53,68,77.9,799,247,29,33,87.9,15,21,71.4,5,8,62.5,0,0.2,0.2,-0.2,4,3,5,0,7
FRA-Ligue 1,2025-26,Marseille,Angel Gomes,ENG,MF,25-000,2000,1.9,167,180,92.8,2819,607,72,76,94.7,85,88,96.6,8,14,57.1,0,0.1,0.1,-0.1,4,17,0,0,14
FRA-Ligue 1,2025-26,Marseille,Bilal Nadir,MAR,"MF,FW",21-276,2003,0.3,7,9,77.8,62,3,3,4,75.0,1,1,100.0,0,1,0.0,2,0.2,0.0,1.8,2,0,0,0,1
FRA-Ligue 1,2025-26,Marseille,CJ Egan-Riley,ENG,DF,22-241,2003,2.0,168,181,92.8,3003,975,58,61,95.1,100,107,93.5,7,8,87.5,0,0.7,0.2,-0.7,2,15,1,0,13
FRA-Ligue 1,2025-26,Marseille,Darryl Bakola,FRA,MF,17-274,2007,0.1,9,10,90.0,161,72,4,4,100.0,4,4,100.0,1,2,50.0,0,0.0,0.0,0.0,0,2,0,0,3
FRA-Ligue 1,2025-26,Marseille,Derek Cornelius,CAN,DF,27-279,1997,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2025-26,Marseille,Geoffrey Kondogbia,CTA,DF,32-197,1993,0.5,37,40,92.5,643,191,15,16,93.8,20,20,100.0,2,3,66.7,0,0.0,0.0,0.0,0,4,0,0,4
FRA-Ligue 1,2025-26,Marseille,Gerónimo Rulli,ARG,GK,33-103,1992,2.0,54,61,88.5,1101,664,17,17,100.0,26,26,100.0,9,15,60.0,0,0.0,0.0,0.0,0,0,0,0,0
